,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,THB100,PHP100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
7-Dec-17,4.087,5.4678,4.8192,3.6274,4.1252,3.0761,3.1859,3.0275,52.3143,12.5253,8.0707,13.607,0.3735,0.0302,108.9779,5.7788,0.6178,3.0274,0.018,0.1008,2.7959,0.3001,6.3276,111.273,3.8771,3.9547,0.229
8-Dec-17,4.0855,5.5128,4.7945,3.5983,4.0998,3.0688,3.1779,3.0191,52.3249,12.5044,8.0813,13.6079,0.3734,0.0302,108.938,5.7693,0.6174,3.0189,0.018,0.1009,2.7957,0.3,6.3375,111.2291,3.8524,3.9609,0.2295
11-Dec-17,4.078,5.4533,4.8096,3.5955,4.1163,3.0687,3.1758,3.0178,52.2285,12.4814,8.0977,13.5929,0.3734,0.0301,108.738,5.7519,0.6163,3.0178,0.018,0.1004,2.8216,0.2981,6.3377,111.0249,3.8526,3.9608,0.2289
12-Dec-17,4.077,5.4434,4.8072,3.5941,4.1192,3.081,3.1767,3.0175,52.2207,12.5042,8.0793,13.5787,0.3738,0.03,108.7113,5.757,0.6161,3.0175,0.018,0.1006,2.8305,0.2993,6.3246,110.9977,3.7533,3.9529,0.2287
13-Dec-17,4.0865,5.4518,4.798,3.6057,4.1195,3.0916,3.1756,3.0205,52.3461,12.543,8.1006,13.6029,0.3741,0.0301,108.9646,5.7663,0.6173,3.0208,0.018,0.1008,2.8383,0.3011,6.3418,111.2594,3.732,3.9636,0.2287
14-Dec-17,4.0815,5.4851,4.8268,3.6188,4.1348,3.1264,3.1726,3.027,52.2442,12.5739,8.0861,13.5937,0.3746,0.0301,108.8313,5.7541,0.6177,3.0271,0.018,0.1007,2.8556,0.2994,6.3461,111.1232,3.7172,3.9663,0.2289
15-Dec-17,4.0865,5.4904,4.8151,3.6436,4.134,3.1405,3.2056,3.0343,52.3052,12.5565,8.1001,13.6239,0.3749,0.0301,108.9646,5.7813,0.6182,3.0342,0.018,0.1008,2.8712,0.2998,6.3737,111.2624,3.7192,3.9835,0.2287
18-Dec-17,4.0855,5.4548,4.8162,3.6259,4.1305,3.1309,3.1764,3.029,52.2753,12.5245,8.0974,13.6238,0.3758,0.0301,108.938,5.7771,0.6175,3.029,0.018,0.1009,2.8682,0.2997,6.3709,111.2367,3.7183,3.9818,0.229
19-Dec-17,4.077,5.4556,4.8131,3.6219,4.137,3.1309,3.1708,3.0266,52.1322,12.4717,8.0989,13.6041,0.3762,0.03,108.7113,5.761,0.6172,3.0265,0.0179,0.1006,2.8592,0.2982,6.3708,111.0083,3.6863,3.9818,0.2285
20-Dec-17,4.077,5.4611,4.83,3.6043,4.1336,3.1267,3.1691,3.03,52.1102,12.4565,8.1138,13.6168,0.3765,0.03,108.7142,5.7646,0.6197,3.0299,0.0179,0.1007,2.8427,0.2982,6.3653,111.0083,3.6863,3.9783,0.2281
21-Dec-17,4.0815,5.4537,4.8484,3.5954,4.1388,3.126,3.1825,3.0338,52.1747,12.4674,8.1308,13.6195,0.3772,0.0301,108.8371,5.776,0.6195,3.0334,0.018,0.1006,2.8558,0.2985,6.3676,111.1384,3.687,3.9798,0.2288
22-Dec-17,4.08,5.4566,4.8364,3.5984,4.1225,3.1469,3.2083,3.0336,52.1983,12.4542,8.1397,13.635,0.3778,0.0301,108.7927,5.777,0.6207,3.0337,0.018,0.1006,2.8642,0.2991,6.3695,111.096,3.6857,3.9809,0.2284
26-Dec-17,4.0845,5.4624,4.8481,3.6053,4.1293,3.1526,3.2125,3.0379,52.288,12.4603,8.1675,13.65,0.3799,0.0301,108.9142,5.7825,0.6239,3.0393,0.018,0.1007,2.8706,0.3008,6.3751,111.2185,3.6981,3.9845,0.2284
27-Dec-17,4.0845,5.47,4.8483,3.6087,4.1274,3.172,3.2266,3.0445,52.2799,12.4376,8.1723,13.6437,0.3801,0.0301,108.9142,5.7882,0.6229,3.0406,0.018,0.1007,2.8837,0.2999,6.3693,111.214,3.6897,3.9808,0.229
28-Dec-17,4.0665,5.4709,4.8544,3.6057,4.1472,3.1717,3.2242,3.0399,52.0336,12.4663,8.1461,13.6451,0.3801,0.03,108.4342,5.766,0.6223,3.0272,0.0179,0.1002,2.8836,0.2988,6.3435,110.7133,3.6735,3.9646,0.2286
29-Dec-17,4.0475,5.4666,4.844,3.5954,4.1475,3.1607,3.2284,3.0293,51.7951,12.4156,8.1183,13.639,0.3798,0.0298,107.9305,5.7503,0.6216,3.0131,0.0178,0.0999,2.879,0.2974,6.3388,110.1885,3.6563,3.9617,0.2276
2-Jan-18,4.02,5.4487,4.8421,3.577,4.1311,3.1513,3.2093,3.0223,51.4395,12.3351,8.0672,13.5875,0.3781,0.0297,107.1943,5.725,0.6189,3.0089,0.0177,0.0992,2.8643,0.2958,6.3205,109.4458,3.6315,3.9503,0.2265
3-Jan-18,4.0225,5.468,4.8441,3.5802,4.136,3.1512,3.2147,3.0263,51.459,12.4343,8.0789,13.6079,0.3779,0.0298,107.2581,5.7446,0.6189,3.0107,0.0177,0.0993,2.8576,0.2958,6.3354,109.5139,3.6326,3.9595,0.2273
4-Jan-18,4.0075,5.4262,4.8194,3.558,4.1023,3.1411,3.2004,3.0142,51.2576,12.4225,8.0392,13.5315,0.377,0.0299,106.8595,5.7159,0.6166,2.9995,0.0176,0.0991,2.8517,0.2953,6.3185,109.1055,3.619,3.9491,0.2267
5-Jan-18,3.998,5.4133,4.8188,3.5313,4.094,3.1356,3.1969,3.0114,51.1243,12.4084,8.0176,13.5627,0.3766,0.0298,106.6062,5.7083,0.6163,2.9938,0.0176,0.0986,2.8592,0.2946,6.3072,108.8469,3.61,3.942,0.2258
8-Jan-18,3.9955,5.4111,4.791,3.528,4.0898,3.1293,3.2191,3.0011,51.0813,12.3853,7.9607,13.5193,0.3739,0.0298,106.5381,5.7021,0.6148,2.9919,0.0176,0.0988,2.862,0.2944,6.2988,108.7818,3.6077,3.9368,0.2256
9-Jan-18,4.0095,5.4204,4.7869,3.5506,4.0834,3.1368,3.2226,3.0035,51.2648,12.4326,7.968,13.5452,0.3749,0.0298,106.9114,5.7104,0.6144,3.0024,0.0177,0.0989,2.8762,0.2981,6.3057,109.16,3.6203,3.9411,0.2272
10-Jan-18,4.0033,5.4106,4.7825,3.5802,4.0729,3.1357,3.2161,3.0002,51.1627,12.4628,7.9469,13.5323,0.3748,0.0298,106.7448,5.691,0.6144,2.9977,0.0176,0.0988,2.8811,0.2976,6.285,108.9898,3.6147,3.9282,0.226
11-Jan-18,3.9915,5.3789,4.7651,3.5726,4.0711,3.1421,3.1742,2.9913,51.0141,12.4579,7.9194,13.4839,0.3727,0.0298,106.4315,5.6934,0.6131,2.9889,0.0176,0.0987,2.8767,0.2957,6.2661,108.6729,3.6041,3.9169,0.2253
12-Jan-18,3.9715,5.3979,4.8099,3.5707,4.0807,3.1282,3.171,2.9904,50.7611,12.4226,7.8858,13.4109,0.3735,0.0297,105.8926,5.6512,0.6145,2.9739,0.0175,0.0985,2.8801,0.2942,6.246,108.1239,3.586,3.9038,0.2243
15-Jan-18,3.9575,5.4382,4.8408,3.5771,4.1032,3.1474,3.1833,2.9955,50.578,12.3943,7.8639,13.408,0.3721,0.0297,105.5249,5.6709,0.6149,2.9634,0.0174,0.0979,2.8838,0.2942,6.2374,107.7442,3.5732,3.8984,0.2231
16-Jan-18,3.9575,5.4519,4.8424,3.5764,4.104,3.1496,3.1851,2.9907,50.5754,12.3827,7.8429,13.3799,0.3718,0.0297,105.5249,5.6709,0.6146,2.9648,0.0174,0.0979,2.8765,0.2942,6.1843,107.7442,3.5732,3.8651,0.2233
17-Jan-18,3.954,5.4474,4.8344,3.5675,4.1055,3.1511,3.1751,2.9865,50.5578,12.364,7.7878,13.3753,0.3696,0.0296,105.4316,5.6884,0.6144,2.9662,0.0174,0.0979,2.8684,0.2944,6.1854,107.6519,3.5701,3.8659,0.2234
18-Jan-18,3.958,5.4717,4.8299,3.5579,4.1092,3.1573,3.18,2.99,50.62,12.392,7.7952,13.3938,0.3701,0.0297,105.5382,5.6939,0.616,2.9692,0.0174,0.098,2.884,0.2941,6.2023,107.7623,3.5738,3.8764,0.2234
19-Jan-18,3.9355,5.4847,4.8342,3.5604,4.1244,3.1626,3.173,2.9853,50.3386,12.3579,7.7585,13.413,0.3694,0.0296,104.9383,5.6694,0.6148,2.9523,0.0173,0.0974,2.8804,0.2921,6.1762,107.1438,3.5534,3.8602,0.2221
22-Jan-18,3.933,5.4665,4.8148,3.5501,4.0956,3.146,3.1535,2.9788,50.3038,12.3408,7.7314,13.4326,0.3673,0.0295,104.873,5.6745,0.6144,2.9518,0.0173,0.0975,2.8695,0.2939,6.1689,107.0758,3.5511,3.8555,0.2218
23-Jan-18,3.9285,5.4816,4.8079,3.5486,4.0813,3.1292,3.1476,2.9767,50.251,12.3383,7.6834,13.4225,0.3657,0.0295,104.7544,5.6653,0.6134,2.9484,0.0173,0.0974,2.8763,0.2943,6.1561,106.9533,3.547,3.8475,0.2219
24-Jan-18,3.9145,5.514,4.8305,3.5685,4.1099,3.1486,3.163,2.9825,50.0697,12.372,7.7009,13.4187,0.3669,0.0294,104.3797,5.6444,0.6135,2.9695,0.0172,0.0969,2.8924,0.2926,6.1488,106.5721,3.5344,3.843,0.2206
25-Jan-18,3.8965,5.5513,4.8305,3.5684,4.1303,3.146,3.1607,2.9809,49.8446,12.3679,7.6551,13.3946,0.367,0.0293,103.8997,5.6478,0.6151,2.9613,0.0172,0.0964,2.8645,0.2925,6.1242,106.0821,3.5181,3.8276,0.2203
26-Jan-18,3.8695,5.5086,4.8239,3.5518,4.1387,3.13,3.1431,2.9652,49.4884,12.3468,7.5993,13.2991,0.3636,0.0291,103.1784,5.629,0.6124,2.9407,0.017,0.0958,2.8518,0.2912,6.0908,105.3527,3.4938,3.8056,0.2187
29-Jan-18,3.885,5.4883,4.8201,3.5683,4.1449,3.1416,3.1457,2.9671,49.6863,12.3647,7.5847,13.3167,0.3634,0.0291,103.5931,5.655,0.6142,2.9525,0.0171,0.0964,2.8496,0.2923,6.1119,105.7719,3.5078,3.8199,0.2197
30-Jan-18,3.8985,5.4682,4.8275,3.5873,4.1662,3.1428,3.1551,2.9681,49.8603,12.388,7.5839,13.3426,0.3637,0.029,103.9531,5.6634,0.6151,2.9339,0.0172,0.0966,2.8459,0.2933,6.1187,106.1409,3.5198,3.8241,0.2209
2-Feb-18,3.888,5.5317,4.8575,3.5432,4.1903,3.109,3.1619,2.9629,49.7234,12.3901,7.5334,13.2819,0.3586,0.0289,103.6772,5.6589,0.619,2.9233,0.0171,0.0964,2.8612,0.2941,6.0762,105.855,3.5103,3.7965,0.2203
5-Feb-18,3.8995,5.5102,4.8596,3.5524,4.1957,3.0956,3.1412,2.9601,49.8603,12.3597,7.5727,13.2808,0.3577,0.0288,103.9825,5.6844,0.6197,2.9346,0.0172,0.0968,2.8535,0.2947,6.082,106.1695,3.5207,3.8012,0.2213
6-Feb-18,3.9155,5.475,4.8623,3.5832,4.196,3.0868,3.1296,2.9653,50.0751,12.4302,7.6088,13.363,0.3605,0.0289,104.4092,5.6959,0.6238,2.9649,0.0172,0.097,2.8638,0.2955,6.1075,106.5993,3.5351,3.8172,0.222
7-Feb-18,3.9065,5.4492,4.8355,3.5833,4.1734,3.0785,3.1236,2.965,49.9604,12.3859,7.6403,13.3688,0.3607,0.0288,104.1692,5.6711,0.6239,2.9596,0.0172,0.0968,2.8582,0.2946,6.092,106.3558,3.527,3.8075,0.2212
8-Feb-18,3.926,5.4367,4.8052,3.5806,4.1552,3.0703,3.1179,2.9543,50.2113,12.342,7.6292,13.3833,0.3606,0.0289,104.6864,5.6944,0.6211,2.9641,0.0173,0.0972,2.8255,0.2967,6.11,106.8852,3.5446,3.8187,0.2228
9-Feb-18,3.939,5.5008,4.8332,3.606,4.1944,3.0685,3.1267,2.9594,50.3702,12.3903,7.6478,13.4304,0.3622,0.0289,105.0316,5.6899,0.6256,2.9588,0.0174,0.0975,2.8414,0.2966,6.1255,107.2391,3.5564,3.8284,0.2227
12-Feb-18,3.938,5.4561,4.8327,3.625,4.2019,3.0793,3.1331,2.9695,50.3603,12.4384,7.5837,13.4229,0.3628,0.0288,105.0063,5.689,0.6221,2.9628,0.0173,0.0977,2.8558,0.2965,6.1244,107.2163,3.5555,3.8278,0.2225
13-Feb-18,3.9395,5.4584,4.8543,3.659,4.2129,3.1,3.134,2.9785,50.3576,12.5064,7.5774,13.4367,0.3631,0.0288,105.0463,5.6968,0.6212,2.9721,0.0173,0.0975,2.8743,0.2969,6.1287,107.2527,3.5568,3.8287,0.2223
14-Feb-18,3.9275,5.4559,4.8567,3.656,4.2093,3.0904,3.1231,2.9746,50.2071,12.4841,7.5427,13.4306,0.3648,0.0288,104.7264,5.6954,0.6196,2.9662,0.0173,0.0978,2.871,0.2964,6.1228,106.9275,3.5461,3.8269,0.2215
15-Feb-18,3.8945,5.4714,4.865,3.6611,4.2123,3.0989,3.1213,2.9685,49.7881,12.4336,7.4707,13.3894,0.3649,0.0287,103.8464,5.6484,0.6135,2.9395,0.0172,0.0968,2.8843,0.2939,6.093,106.0276,3.5163,3.8081,0.2202
19-Feb-18,3.892,5.448,4.8249,3.6505,4.1899,3.0821,3.0997,2.9666,49.7542,12.3989,7.4215,13.3714,0.3642,0.0287,103.7797,5.6815,0.6131,2.9389,0.0171,0.0967,2.8707,0.294,6.0576,105.9653,3.5142,3.788,0.2198
20-Feb-18,3.9015,5.4447,4.8215,3.6423,4.1803,3.0863,3.0984,2.9588,49.8738,12.3936,7.4634,13.3723,0.3634,0.0287,104.0331,5.6953,0.6146,2.9461,0.0172,0.0968,2.8696,0.2938,6.0253,106.2124,3.5228,3.7657,0.2205
21-Feb-18,3.9085,5.4551,4.8143,3.6336,4.17,3.0688,3.088,2.9589,49.9444,12.3961,7.5031,13.3876,0.3638,0.0287,104.2197,5.6752,0.6157,2.9527,0.0172,0.0967,2.8706,0.2945,6.0295,106.4088,3.5288,3.7685,0.2212
22-Feb-18,3.9175,5.4438,4.8123,3.6517,4.1735,3.0592,3.0851,2.9588,50.0636,12.3932,7.5134,13.3758,0.361,0.0286,104.4597,5.6794,0.6158,2.9581,0.0172,0.0972,2.8674,0.2926,6.023,106.6538,3.5369,3.7643,0.2214
23-Feb-18,3.9155,5.4768,4.8231,3.6653,4.1922,3.0651,3.0815,2.9619,50.0547,12.442,7.5516,13.3836,0.3632,0.0286,104.405,5.6709,0.6182,2.9619,0.0172,0.0972,2.8611,0.294,6.0452,106.5993,3.5351,3.7783,0.2213
26-Feb-18,3.907,5.4864,4.8132,3.663,4.1804,3.0756,3.0922,2.9674,49.939,12.4705,7.5236,13.3648,0.3643,0.0286,104.1797,5.6675,0.6193,2.9536,0.0172,0.0972,2.8652,0.2911,6.0284,106.3737,3.5273,3.7678,0.2209
27-Feb-18,3.9125,5.4695,4.8251,3.6543,4.1765,3.0692,3.0834,2.9669,49.9933,12.4868,7.4981,13.3829,0.3652,0.0286,104.325,5.6849,0.6202,2.9609,0.0172,0.0973,2.8503,0.2926,6.0234,106.5235,3.5323,3.7646,0.2219
28-Feb-18,3.9215,5.4491,4.7887,3.6586,4.1656,3.0611,3.072,2.961,50.0897,12.4769,7.5187,13.3899,0.3623,0.0285,104.565,5.6914,0.6196,2.9602,0.0172,0.0973,2.8368,0.2931,6.0081,106.7714,3.5404,3.7551,0.2222
1-Mar-18,3.9245,5.4029,4.7869,3.6755,4.1516,3.0376,3.0574,2.9611,50.1377,12.5024,7.5558,13.3814,0.3619,0.0285,104.6478,5.6744,0.6183,2.9638,0.0173,0.0975,2.8337,0.2933,6.0217,106.8502,3.5433,3.7636,0.2223
2-Mar-18,3.9045,5.381,4.7924,3.6952,4.1624,3.033,3.0403,2.9574,49.8643,12.4258,7.5217,13.3398,0.3624,0.0284,104.1144,5.6365,0.6152,2.9455,0.0172,0.0971,2.8403,0.2918,5.9857,106.2999,3.5252,3.7442,0.2213
5-Mar-18,3.9065,5.3935,4.8146,3.7013,4.1752,3.0264,3.0298,2.961,49.8784,12.4292,7.5197,13.3314,0.3612,0.0284,104.165,5.6645,0.6161,2.9544,0.0172,0.0972,2.8187,0.2922,6.0028,106.3543,3.527,3.7517,0.2222
6-Mar-18,3.9035,5.3968,4.8165,3.6812,4.1474,3.0295,3.0038,2.9579,49.8379,12.4315,7.5017,13.323,0.3624,0.0283,104.0822,5.6602,0.6155,2.9532,0.0171,0.0969,2.8261,0.2922,6.0026,106.2755,3.5246,3.7516,0.2215
7-Mar-18,3.903,5.4142,4.8436,3.6906,4.1574,3.0463,3.0183,2.9675,49.8159,12.4537,7.5058,13.345,0.3656,0.0284,104.0689,5.6754,0.6173,2.9525,0.0171,0.0969,2.8433,0.2924,6.0079,106.2648,3.5239,3.7549,0.2218
8-Mar-18,3.908,5.4266,4.8432,3.6838,4.1374,3.0506,3.025,2.9702,49.8641,12.4647,7.4966,13.3324,0.3647,0.0283,104.2022,5.6861,0.6169,2.9563,0.0172,0.0975,2.8413,0.2923,6.0071,106.4009,3.5284,3.7544,0.222
9-Mar-18,3.914,5.4068,4.8168,3.6674,4.115,3.0545,3.0405,2.9686,49.9302,12.4729,7.5182,13.3465,0.3659,0.0284,104.3636,5.6869,0.6176,2.9608,0.0172,0.0975,2.8486,0.2927,6.0095,106.5585,3.5338,3.7559,0.2222
12-Mar-18,3.9045,5.4187,4.8162,3.665,4.1163,3.0713,3.0469,2.9704,49.8001,12.4645,7.5073,13.3328,0.3661,0.0284,104.1103,5.6575,0.6174,2.9535,0.0172,0.0972,2.8552,0.2918,6.0083,106.3028,3.5252,3.7552,0.2212
13-Mar-18,3.902,5.4203,4.8125,3.6493,4.1189,3.0705,3.0347,2.9709,49.7663,12.4884,7.4938,13.3484,0.3665,0.0284,104.045,5.6553,0.6168,2.9542,0.0171,0.0971,2.8609,0.2914,6.0052,106.2361,3.523,3.7532,0.2211
14-Mar-18,3.9035,5.4471,4.8306,3.6625,4.1272,3.0793,3.0166,2.9786,49.7787,12.5394,7.4969,13.3501,0.3671,0.0284,104.085,5.6632,0.618,2.9774,0.0171,0.0969,2.8601,0.2915,6.0119,106.2726,3.5243,3.7573,0.2215
15-Mar-18,3.919,5.4717,4.8458,3.6947,4.1442,3.0825,3.0256,2.9909,49.9755,12.575,7.5452,13.4724,0.3684,0.0285,104.4983,5.7007,0.6202,2.992,0.0172,0.0976,2.8687,0.2931,6.0432,106.6961,3.5383,3.777,0.2228
16-Mar-18,3.9125,5.4654,4.8192,3.698,4.1204,3.0486,2.9951,2.9806,49.8843,12.536,7.5308,13.4441,0.3669,0.0285,104.325,5.686,0.6186,2.983,0.0172,0.0971,2.8373,0.2922,6.0276,106.5177,3.5324,3.7673,0.2221
19-Mar-18,3.9165,5.4623,4.8095,3.6978,4.1084,3.0151,2.986,2.9713,49.9299,12.5448,7.5291,13.4237,0.3651,0.0285,104.4344,5.6899,0.6185,2.9632,0.0172,0.0976,2.8218,0.2923,6.0175,106.6266,3.5359,3.761,0.2226
20-Mar-18,3.9175,5.5098,4.8365,3.682,4.1202,3.0196,2.9996,2.9776,49.9388,12.5611,7.5225,13.4322,0.3662,0.0285,104.4639,5.6872,0.619,2.9634,0.0172,0.0979,2.8288,0.2923,6.0117,106.6538,3.4215,3.7573,0.2227
21-Mar-18,3.9225,5.5041,4.817,3.6893,4.116,3.0156,3.0072,2.9759,49.9936,12.5641,7.526,13.4355,0.3659,0.0285,104.5972,5.6911,0.6196,2.9686,0.0172,0.098,2.812,0.2927,6.014,106.7914,3.4066,3.7588,0.2222
22-Mar-18,3.908,5.5365,4.8291,3.695,4.1269,3.0312,3.041,2.9766,49.799,12.5136,7.4708,13.401,0.3642,0.0284,104.2106,5.6695,0.618,2.9584,0.0171,0.0973,2.837,0.2919,6.0063,106.3966,3.3807,3.7539,0.2215
23-Mar-18,3.9175,5.5256,4.8336,3.7347,4.1389,3.0247,3.0348,2.9791,49.9111,12.5521,7.4854,13.447,0.363,0.0284,104.4667,5.6975,0.6195,2.9647,0.0172,0.0976,2.8353,0.293,6.0225,106.6596,3.3889,3.7641,0.2223
26-Mar-18,3.8955,5.5301,4.8273,3.7116,4.117,3.0136,3.0296,2.9721,49.6391,12.5016,7.456,13.3983,0.3609,0.0284,103.8772,5.6704,0.6202,2.9467,0.0171,0.0972,2.8381,0.2918,6.006,106.0563,3.3933,3.7538,0.2207
27-Mar-18,3.8765,5.4847,4.8187,3.6721,4.0967,2.9927,3.0149,2.9636,49.4026,12.4366,7.3951,13.3071,0.3616,0.0282,103.3706,5.6596,0.6176,2.9349,0.017,0.0967,2.8223,0.2904,5.9763,105.5433,3.3498,3.7351,0.2198
28-Mar-18,3.8628,5.4698,4.7892,3.6588,4.0652,2.9591,2.9928,2.9515,49.2249,12.3687,7.3795,13.244,0.361,0.0281,103.0039,5.633,0.6143,2.9246,0.0169,0.0962,2.8007,0.2889,5.9406,105.1675,3.3389,3.7129,0.2185
29-Mar-18,3.869,5.4323,4.7618,3.6276,4.0409,2.9675,2.9955,2.948,49.2935,12.3808,7.402,13.2577,0.363,0.0281,103.1706,5.6393,0.6152,2.9334,0.017,0.0962,2.7849,0.2904,5.9368,105.3391,3.344,3.7102,0.2193
30-Mar-18,3.863,5.4293,4.7621,3.638,4.0522,2.9753,3.003,2.9494,49.2187,12.3854,7.3996,13.2658,0.3637,0.0281,103.012,5.6155,0.6157,2.9286,0.0169,0.0961,2.7995,0.2902,5.9326,105.17,3.3385,3.7044,0.2191
2-Apr-18,3.8635,5.4344,4.7633,3.6349,4.0528,2.9677,2.9995,2.9495,49.2285,12.3989,7.4255,13.2707,0.3668,0.0281,103.0239,5.617,0.615,2.9204,0.017,0.0961,2.7937,0.29,5.9333,105.1894,3.339,3.7049,0.2189
3-Apr-18,3.864,5.4407,4.7591,3.6418,4.051,2.9712,3.0023,2.9502,49.2286,12.3886,7.4228,13.2556,0.366,0.0281,103.0331,5.6198,0.6148,2.926,0.0169,0.0961,2.8014,0.2905,5.9442,105.1987,3.339,3.715,0.219
4-Apr-18,3.8675,5.4443,4.7534,3.6417,4.0364,2.9695,3.0175,2.945,49.2725,12.3879,7.4224,13.2381,0.3639,0.0281,103.1265,5.6174,0.6137,2.9325,0.017,0.0961,2.8186,0.2908,5.9431,105.294,3.342,3.7145,0.2186
5-Apr-18,3.8665,5.4284,4.7425,3.6097,4.0222,2.9704,3.0269,2.9413,49.2579,12.3768,7.4184,13.2269,0.3646,0.0281,103.097,5.6125,0.6132,2.9261,0.0169,0.0961,2.8169,0.2911,5.9441,105.2667,3.3395,3.7151,0.2187
6-Apr-18,3.8715,5.4226,4.7368,3.6042,4.0188,2.9754,3.0293,2.9355,49.3219,12.4047,7.433,13.2169,0.3623,0.0281,103.2304,5.6183,0.614,2.9322,0.017,0.0963,2.8055,0.2931,5.9575,105.4043,3.3439,3.7235,0.2189
9-Apr-18,3.8675,5.4574,4.7493,3.6116,4.0305,2.9646,3.022,2.9448,49.271,12.3681,7.4304,13.2297,0.3616,0.0281,103.1265,5.6007,0.6128,2.9328,0.017,0.0962,2.8206,0.291,5.9509,105.2983,3.341,3.7193,0.2187
10-Apr-18,3.867,5.478,4.7661,3.6145,4.0469,2.9886,3.0478,2.9511,49.264,12.3863,7.4408,13.2348,0.3624,0.0281,103.1173,5.6097,0.6145,2.9324,0.017,0.096,2.8393,0.2932,5.9517,105.2789,3.3405,3.7199,0.2186
11-Apr-18,3.873,5.4975,4.7936,3.6208,4.042,3.0008,3.0713,2.9583,49.3382,12.4254,7.4588,13.256,0.3626,0.0281,103.2731,5.6299,0.6162,2.9369,0.017,0.0962,2.8517,0.2919,5.9393,105.448,3.3454,3.7121,0.2191
12-Apr-18,3.8775,5.4894,4.787,3.6298,4.0351,3.0025,3.0752,2.9574,49.3955,12.4369,7.4485,13.2266,0.3619,0.0282,103.3931,5.646,0.617,2.9349,0.017,0.0964,2.8616,0.2929,5.93,105.5648,3.3493,3.7061,0.2194
13-Apr-18,3.88,5.5424,4.786,3.6054,4.0349,3.0245,3.0882,2.9582,49.4277,12.4399,7.4596,13.227,0.3627,0.0282,103.4612,5.6438,0.6177,2.9368,0.017,0.0961,2.8669,0.2937,5.9466,105.6357,3.3513,3.7167,0.2203
16-Apr-18,3.8885,5.5495,4.8081,3.6275,4.0488,3.0227,3.0817,2.9649,49.5353,12.4671,7.468,13.2253,0.3622,0.0282,103.6864,5.6555,0.6189,2.9432,0.0171,0.0966,2.8582,0.2946,5.9437,105.8671,3.3587,3.7148,0.2197
17-Apr-18,3.8875,5.5698,4.8143,3.634,4.0442,3.0245,3.0929,2.9685,49.5226,12.4599,7.4595,13.2395,0.3641,0.0282,103.6598,5.6626,0.6192,2.9425,0.0171,0.0965,2.8561,0.2941,5.9207,105.8385,3.3578,3.7004,0.2193
18-Apr-18,3.8905,5.5218,4.8083,3.6267,4.0152,3.0147,3.0902,2.9659,49.5608,12.4536,7.4676,13.2533,0.3647,0.0282,103.7398,5.6703,0.6188,2.9447,0.0171,0.0964,2.8432,0.2954,5.9245,105.9187,3.3603,3.7028,0.2194
19-Apr-18,3.8895,5.5141,4.8098,3.6229,4.0146,3.0319,3.0815,2.9706,49.5563,12.4584,7.4682,13.2499,0.3664,0.0282,103.7131,5.6636,0.6195,2.9502,0.0171,0.0965,2.8444,0.2927,5.9127,105.8973,3.3594,3.6953,0.2199
20-Apr-18,3.8945,5.479,4.7961,3.6189,4.003,3.0003,3.0738,2.9648,49.6358,12.4505,7.4743,13.248,0.3641,0.0281,103.8464,5.6707,0.619,2.954,0.0171,0.0965,2.8151,0.2926,5.8956,106.0276,3.3639,3.6848,0.2203
23-Apr-18,3.8965,5.4516,4.7687,3.6077,3.9868,2.9797,3.0472,2.948,49.6835,12.3698,7.4421,13.1541,0.3624,0.028,103.8997,5.6561,0.6179,2.9555,0.0171,0.0967,2.8016,0.2927,5.8695,106.0864,3.3657,3.6685,0.2201
24-Apr-18,3.9055,5.4497,4.7659,3.5888,3.9913,2.974,3.0446,2.9522,49.7808,12.4142,7.4681,13.2027,0.3626,0.0281,104.1397,5.65,0.6192,2.9624,0.0172,0.0963,2.7821,0.2941,5.8878,106.3271,3.3735,3.6799,0.2207
25-Apr-18,3.9115,5.4591,4.7732,3.5854,3.9846,2.9637,3.042,2.9488,49.8366,12.3978,7.4752,13.1674,0.3619,0.0281,104.2997,5.6529,0.6189,2.9677,0.0172,0.097,2.7733,0.2932,5.8564,106.4962,3.3786,3.6602,0.2209
26-Apr-18,3.9175,5.4498,4.7684,3.5824,3.9814,2.9626,3.0478,2.9515,49.9207,12.403,7.5148,13.196,0.363,0.0282,104.4597,5.6584,0.6189,2.9684,0.0172,0.0972,2.7665,0.2921,5.868,106.6523,3.3837,3.6676,0.2214
27-Apr-18,3.9183,5.4138,4.7305,3.5824,3.9514,2.9573,3.0393,2.951,49.9242,12.4005,7.5517,13.2244,0.3644,0.0282,104.4811,5.6565,0.6178,2.9731,0.0172,0.0969,2.7612,0.2917,5.8656,106.6728,3.3844,3.666,0.2214
30-Apr-18,3.9205,5.3844,4.7454,3.5866,3.9623,2.9582,3.0492,2.9597,49.9506,12.4303,7.578,13.2306,0.3664,0.0282,104.5383,5.6369,0.619,2.9827,0.0172,0.0981,2.7655,0.2917,5.9026,106.734,3.3865,3.6755,0.2223
2-May-18,3.928,5.359,4.713,3.5769,3.9465,2.9519,3.0635,2.9424,50.0395,12.3834,7.5705,13.1985,0.3649,0.0282,104.7397,5.6352,0.6177,2.9854,0.0173,0.0969,2.7598,0.2925,5.8904,106.9382,3.3927,3.6815,0.2226
